"SITIO","PRODUCTO","LINK","VARIACIONES","FECHA"
"Tierragro","Comida para Perro Hills Prescription Cuidado Renal k/d 8.5 Lbs","https://www.tierragro.com/collections/alimento-para-perros/products/hills-perro-k-d-1126-hills-nutricion-mascotas-y-animales?_pos=215&_fid=a7b7912ad&_ss=c","[{""id"":""var0"",""variation"":""Comida para Perro Hills Prescription Cuidado Renal k/d 8.5  Lbs"",""price"":251600,""availability"":""si""}]","2026-03-17 07:07:07"
"Tierragro","Alimento Urinario para perro Hill's Prescription Diet Urinary Care u/d 8.5 lb","https://www.tierragro.com/collections/alimento-para-perros/products/hills-perro-u-d-dry-8-5-lb-hills-nutricion-mascotas-y-animales?_pos=216&_fid=a7b7912ad&_ss=c","[{""id"":""var0"",""variation"":""Alimento Urinario para perro Hill's Prescription Diet Urinary Care u/d 8.5 lb"",""price"":228000,""availability"":""si""}]","2026-03-17 07:07:07"
"Tierragro","Wellness Cachorros Razas Pequeñas Y Miniaturas 2.5 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/wellness-form-grain-free-puppy-rpm-2-5kg?_pos=217&_fid=31040dbb1&_ss=c","[{""id"":""var0"",""variation"":""Wellness Cachorros Razas Pequeñas Y Miniaturas 2.5 Kg"",""price"":103400,""availability"":""si""}]","2026-03-17 07:07:28"
"Tierragro","Lucky Cachorros Raza Mediana","https://www.tierragro.com/collections/alimento-para-perros/products/lucky-cachorros-raza-mediana-solla?_pos=218&_fid=31040dbb1&_ss=c","[{""id"":""var0"",""variation"":""2kg"",""price"":46800,""availability"":""si""},{""id"":""var1"",""variation"":""8kg"",""price"":149200,""availability"":""si""}]","2026-03-17 07:07:28"
"Tierragro","Pro Plan Veterinary Diets Kidney Function Canine Nf x 2.72 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/pro-plan-veterinary-perro-nf-purina-nutricion-mascotas-y-animales?_pos=219&_fid=31040dbb1&_ss=c","[{""id"":""var0"",""variation"":""Pro Plan Veterinary Diets Kidney Function Canine Nf x 2.72 Kg"",""price"":151800,""availability"":""si""}]","2026-03-17 07:07:28"
"Tierragro","Comida Húmeda para Perro Hills Adulto Chicken 13 Onz","https://www.tierragro.com/collections/alimento-para-perros/products/hills-perro-maintenance-chicken-370-gr-hills-nutricion-mascotas-y-animales?_pos=220&_fid=31040dbb1&_ss=c","[{""id"":""var0"",""variation"":""Comida Húmeda para Perro Hills Adulto Chicken 13 Onz"",""price"":19900,""availability"":""si""}]","2026-03-17 07:07:28"
"Tierragro","Comida para perro Equilibrio Filhote Cachorros 2Kg","https://www.tierragro.com/collections/alimento-para-perros/products/equilibrio-perro-cachorro-todas-las-razas-total-max-nutricion-mascotas-y-animales?_pos=221&_fid=31040dbb1&_ss=c","[{""id"":""var0"",""variation"":""2 kg"",""price"":88900,""availability"":""si""}]","2026-03-17 07:07:28"
"Tierragro","Nutrapro Adulto Light","https://www.tierragro.com/collections/alimento-para-perros/products/nutrapro-adulto-light-2-kg?_pos=222&_fid=31040dbb1&_ss=c","[{""id"":""var0"",""variation"":""2KG"",""price"":48700,""availability"":""si""},{""id"":""var1"",""variation"":""7.5KG"",""price"":151700,""availability"":""si""}]","2026-03-17 07:07:28"
"Tierragro","Nutrecan Cachorro Raza Mediana Y Grande x 16 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/nutrecan-cachorro-r-med-y-r-gdes-x-16-k-solla-nutricion-mascotas-y-animales?_pos=223&_fid=31040dbb1&_ss=c","[{""id"":""var0"",""variation"":""Nutrecan Cachorro Raza Mediana Y Grande x 16 Kg"",""price"":190700,""availability"":""si""}]","2026-03-17 07:07:28"
"Tierragro","Comida para perro Equilibrio Mature 15Kg","https://www.tierragro.com/collections/alimento-para-perros/products/equilibrio-mature-15-kg-gabrica-nutricion-mascotas-y-animales?_pos=224&_fid=31040dbb1&_ss=c","[{""id"":""var0"",""variation"":""15kg"",""price"":494200,""availability"":""si""}]","2026-03-17 07:07:28"
"Tierragro","Diamond Perro Cachorro Raza Pequeña x 1 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/diamond-small-breed-cachorro-jarapets-nutricion-mascotas-y-animales?_pos=225&_fid=31040dbb1&_ss=c","[{""id"":""var0"",""variation"":""Diamond Perro Cachorro Raza Pequeña x 1 Kg"",""price"":42300,""availability"":""si""}]","2026-03-17 07:07:28"
"Tierragro","Country Value Perro Adulto x 22.6 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/country-adulto-25-kgs-jarapets-nutricion-mascotas-y-animales?_pos=226&_fid=31040dbb1&_ss=c","[{""id"":""var0"",""variation"":""Country Value Perro Adulto x 22.6 Kg"",""price"":292100,""availability"":""si""}]","2026-03-17 07:07:28"
"Tierragro","Max Buffet Raza Pequeña x 1 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/max-buffet-sr-1-kg-total-max-nutricion-mascotas-y-animales?_pos=227&_fid=31040dbb1&_ss=c","[{""id"":""var0"",""variation"":""Max Buffet Raza Pequeña x 1 Kg"",""price"":18000,""availability"":""si""}]","2026-03-17 07:07:28"
"Tierragro","Comida para perro Hills Prescription Multibenefit w/d 8.5 Lbs","https://www.tierragro.com/collections/alimento-para-perros/products/hills-perro-w-d-1132-hills-nutricion-mascotas-y-animales?_pos=228&_fid=31040dbb1&_ss=c","[{""id"":""var0"",""variation"":""Comida para perro Hills Prescription Multibenefit w/d 8.5 Lbs"",""price"":229200,""availability"":""si""}]","2026-03-17 07:07:28"
"Tierragro","Nulo Perro Raza Pequeña 2 kg","https://www.tierragro.com/collections/alimento-para-perros/products/nulo-perro-raza-pequena?_pos=229&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""Nulo Perro Raza Pequeña 2 kg"",""price"":111100,""availability"":""si""}]","2026-03-17 07:07:48"
"Tierragro","Taste Of The Wild Prey Angus Beef Dog| Para Perros","https://www.tierragro.com/collections/alimento-para-perros/products/prey-angus-beef-dog-x-1kg?_pos=230&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""1 KG"",""price"":52300,""availability"":""si""},{""id"":""var1"",""variation"":""8 LB"",""price"":183700,""availability"":""si""}]","2026-03-17 07:07:48"
"Tierragro","Comida para perro Hills Adulto Razas Medianas OB 6.6Lbs","https://www.tierragro.com/collections/alimento-para-perros/products/hills-perro-adulto-original-hills-nutricion-mascotas-y-animales?_pos=231&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""Comida para perro Hills Adulto Razas Medianas OB 6.6Lbs"",""price"":146600,""availability"":""si""}]","2026-03-17 07:07:48"
"Tierragro","Comida para perro Max Adulto Performance Pollo 2Kg","https://www.tierragro.com/collections/alimento-para-perros/products/max-canine-adulto-performance-pollo-2kg?_pos=232&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""Comida para perro Max Adulto Performance Pollo 2Kg"",""price"":42000,""availability"":""si""}]","2026-03-17 07:07:48"
"Tierragro","Nutrión Perro Cachorro x 10 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/nutrion-cachorro-10-kl-judeval-nutricion-mascotas-y-animales?_pos=233&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""Nutrión Perro Cachorro x 10 Kg"",""price"":73300,""availability"":""si""}]","2026-03-17 07:07:48"
"Tierragro","Pro Plan Gato Veterinary Dm x 2.72 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/proplan-gato-veterinary-diet-dm-purina-nutricion-mascotas-y-animales?_pos=234&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""Pro Plan Gato Veterinary Dm x 2.72 Kg"",""price"":184800,""availability"":""si""}]","2026-03-17 07:07:48"
"Tierragro","Agility Gold Primera Fase","https://www.tierragro.com/collections/alimento-para-perros/products/agility-gold-primera-fase-8-kg?_pos=235&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""AGILITY GOLD PRIMERA FASE 8 KG"",""price"":220100,""availability"":""si""},{""id"":""var1"",""variation"":""AGILITY GOLD PRIMERA FASE 1,5 KG"",""price"":46900,""availability"":""si""}]","2026-03-17 07:07:48"
"Tierragro","Royal Canin Yorkshire Adulto 1.14Kg","https://www.tierragro.com/collections/alimento-para-perros/products/royal-canin-yorkshire-adulto-1-13kg?_pos=236&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""Royal Canin Yorkshire Adulto 1.14Kg"",""price"":67575,""availability"":""si""}]","2026-03-17 07:07:48"
"Tierragro","Virbac Baby Dog Small & Toy","https://www.tierragro.com/collections/alimento-para-perros/products/baby-dog-small-toy-1-5-kg-1?_pos=237&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""1.5 Kg"",""price"":83300,""availability"":""si""},{""id"":""var1"",""variation"":""3 Kg"",""price"":154700,""availability"":""si""}]","2026-03-17 07:07:48"
"Tierragro","Royal Canin Bhn Chihuahua Adulto 1.13 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/royal-canin-bhn-chihuahua-adulto-1-13-kg?_pos=238&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""Royal Canin Bhn Chihuahua Adulto 1.13 Kg"",""price"":68340,""availability"":""si""}]","2026-03-17 07:07:48"
"Tierragro","Nutrapro Cachorros Raza Pequeña Y Miniatura","https://www.tierragro.com/collections/alimento-para-perros/products/nutrapro-cachorro-rpm-2-kg?_pos=239&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""2KG"",""price"":47100,""availability"":""si""},{""id"":""var1"",""variation"":""4KG"",""price"":91200,""availability"":""si""},{""id"":""var2"",""variation"":""7.5KG"",""price"":156600,""availability"":""si""}]","2026-03-17 07:07:48"
"Tierragro","Dogourmet Cachorros 3 Cereales x 2 Kg.","https://www.tierragro.com/collections/alimento-para-perros/products/dogourmet-cachorros-3-cereales-x-2-kg?_pos=240&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""Dogourmet Cachorros 3 Cereales x 2 Kg."",""price"":23700,""availability"":""si""}]","2026-03-17 07:07:48"
"Tierragro","Pro Plan Perro Exigente Raza Pequeña x 7.5 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/proplan-exigent-dog-small-breed-x-7-5kg-purina-nutricion-mascotas-y-animales?_pos=241&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""Pro Plan Perro Exigente Raza Pequeña x 7.5 Kg"",""price"":294600,""availability"":""si""}]","2026-03-17 07:08:07"
"Tierragro","Comida para perro Hills c/d Urinary Care 1.5 kg","https://www.tierragro.com/collections/alimento-para-perros/products/hills-perro-c-d-dry-hills-nutricion-mascotas-y-animales?_pos=242&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""Comida para perro Hills c/d Urinary Care 1.5 kg"",""price"":113900,""availability"":""si""}]","2026-03-17 07:08:07"
"Tierragro","Royal Canin Gastrointestinal Dog 2Kg","https://www.tierragro.com/collections/alimento-para-perros/products/royal-canin-gastrointestinal-dog-2kg?_pos=243&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""Royal Canin Gastrointestinal Dog 2Kg"",""price"":130600,""availability"":""si""}]","2026-03-17 07:08:07"
"Tierragro","Nutra Nuggets Lite Adulto Mayor (7+) x 1 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/nutra-nuggets-lite-adulto-mayor-7-1-kl-nutra-nuggets-nutricion-mascotas-y-animales?_pos=244&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""Nutra Nuggets Lite Adulto Mayor (7+) x 1 Kg"",""price"":28080,""availability"":""si""}]","2026-03-17 07:08:07"
"Tierragro","Nutrecan salmon y queso madurado","https://www.tierragro.com/collections/alimento-para-perros/products/nutrecan-salmon-y-queso-madurado?_pos=245&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""2 Kg"",""price"":24400,""availability"":""si""},{""id"":""var1"",""variation"":""8 Kg"",""price"":97800,""availability"":""si""},{""id"":""var2"",""variation"":""16 Kg"",""price"":185700,""availability"":""si""}]","2026-03-17 07:08:07"
"Tierragro","Comida para perro Equilibrio Veterinary Renal 7.5Kg","https://www.tierragro.com/collections/alimento-para-perros/products/equilibrio-veterinary-renal-2-kg-total-max-nutricion-mascotas-y-animales?_pos=246&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""7.5kg"",""price"":387700,""availability"":""si""}]","2026-03-17 07:08:07"
"Tierragro","Comida para perro Hills Metabolic 27.5 Lbs","https://www.tierragro.com/collections/alimento-para-perros/products/hills-perro-metabolic-hills-nutricion-mascotas-y-animales?_pos=247&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""Comida para perro Hills Metabolic 27.5 Lbs"",""price"":676600,""availability"":""si""}]","2026-03-17 07:08:07"
"Tierragro","Comida para perros Hills Cachorros Razas Medianas 4.5Lbs","https://www.tierragro.com/collections/alimento-para-perros/products/hills-cachorro-original-hills-nutricion-mascotas-y-animales?_pos=248&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""Comida para perros Hills Cachorros Razas Medianas  4.5Lbs"",""price"":110000,""availability"":""si""}]","2026-03-17 07:08:07"
"Tierragro","Nutrecan Cachorros Razas Pequeñas x 8 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/nutrecan-cachorros-razas-pequenas-x-8-kg?_pos=249&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""Nutrecan Cachorros Razas Pequeñas x 8 Kg"",""price"":95400,""availability"":""si""}]","2026-03-17 07:08:07"
"Tierragro","Comida para perro Equilibrio Veterinary Urinary 7.5Kg","https://www.tierragro.com/collections/alimento-para-perros/products/equilibrio-veterinary-urinary-2kg?_pos=250&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""2 kg"",""price"":122300,""availability"":""si""},{""id"":""var1"",""variation"":""7.5 kg"",""price"":377600,""availability"":""si""}]","2026-03-17 07:08:07"
"Tierragro","Wellness Cachorros Razas Medianas Y Grandes","https://www.tierragro.com/collections/alimento-para-perros/products/wellness-form-grain-free-puppy-rmg-2-5kg?_pos=251&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""2,5KG"",""price"":101300,""availability"":""si""},{""id"":""var1"",""variation"":""15 KG"",""price"":493500,""availability"":""si""}]","2026-03-17 07:08:07"
"Tierragro","Lucky Cachorros Raza Pequeña","https://www.tierragro.com/collections/alimento-para-perros/products/lucky-cachorros-raza-pequena-solla?_pos=252&_fid=f0dccba83&_ss=c","[{""id"":""var0"",""variation"":""1kg"",""price"":22600,""availability"":""si""},{""id"":""var1"",""variation"":""4kg"",""price"":84700,""availability"":""si""}]","2026-03-17 07:08:07"
"Tierragro","Taste Of The Wild Pacific x 5 Lb (Salmón Ahumado)","https://www.tierragro.com/collections/alimento-para-perros/products/tow-pacific-5-libras-taste-of-the-wild-nutricion-mascotas-y-animales?_pos=37&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Taste Of The Wild Pacific x 5 Lb (Salmón Ahumado)"",""price"":99900,""availability"":""si""}]","2026-03-17 09:34:19"
"Tierragro","Nutra Nuggets Lite Adulto Mayor (7+) x 7.5 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/nutra-nuggets-lite-adulto-mayor-7-bolsa-2578-nutra-nuggets-nutricion-mascotas-y-animales?_pos=38&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Nutra Nuggets Lite Adulto Mayor (7+) x 7.5 Kg"",""price"":143910,""availability"":""si""}]","2026-03-17 09:34:19"
"Tierragro","Nutra Nuggets Mantenimiento x 15 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/nutra-nuggets-mantenimiento-nutra-nuggets-nutricion-mascotas-y-animales?_pos=39&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Nutra Nuggets Mantenimiento x 15 Kg"",""price"":211680,""availability"":""si""}]","2026-03-17 09:34:19"
"Tierragro","Agility Gold Cachorros Razas Pequeñas","https://www.tierragro.com/collections/alimento-para-perros/products/agility-gold-pequenos-cachorro-italcol-nutricion-mascotas-y-animales?_pos=40&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""1.5 kg"",""price"":37335,""availability"":""si""},{""id"":""var1"",""variation"":""3 kg"",""price"":75810,""availability"":""si""},{""id"":""var2"",""variation"":""8 kg"",""price"":188600,""availability"":""si""}]","2026-03-17 09:34:19"
"Tierragro","Comida para perro Max Adulto Light Pollo y Arroz 2 kg","https://www.tierragro.com/collections/alimento-para-perros/products/max-light-frango-y-arroz-total-max-nutricion-mascotas-y-animales?_pos=41&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Comida para perro Max Adulto Light Pollo y Arroz 2 kg"",""price"":45300,""availability"":""si""}]","2026-03-17 09:34:19"
"Tierragro","Nutrión Perro Adulto Mayor (6+) x 10 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/nutrion-adulto-mayor-7-6-judeval-nutricion-mascotas-y-animales?_pos=42&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Nutrión Perro Adulto Mayor (6+) x 10 Kg"",""price"":73300,""availability"":""si""}]","2026-03-17 09:34:19"
"Tierragro","Nutrecan Adulto Raza Pequeña","https://www.tierragro.com/collections/alimento-para-perros/products/nutrecan-adulto-razas-peque-as-solla-nutricion-mascotas-y-animales?_pos=43&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""2kg"",""price"":22800,""availability"":""si""},{""id"":""var1"",""variation"":""4kg"",""price"":45600,""availability"":""si""},{""id"":""var2"",""variation"":""8kg"",""price"":90100,""availability"":""si""}]","2026-03-17 09:34:19"
"Tierragro","Chunky Adulto Mayores x 12 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/chunky-adulto-cordero-arroz-y-salm-12kg?_pos=44&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Chunky Adulto Mayores x 12 Kg"",""price"":151300,""availability"":""si""}]","2026-03-17 09:34:19"
"Tierragro","Lucky Senior","https://www.tierragro.com/collections/alimento-para-perros/products/lucky-senior-solla?_pos=45&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""2kg"",""price"":34900,""availability"":""si""},{""id"":""var1"",""variation"":""4kg"",""price"":64600,""availability"":""si""}]","2026-03-17 09:34:19"
"Tierragro","Diamond Perro Adulto Cordero Y Arroz x 20 Lb","https://www.tierragro.com/collections/alimento-para-perros/products/diamond-adulto-cordero-y-arroz-jarapets-nutricion-mascotas-y-animales?_pos=46&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Diamond Perro Adulto Cordero Y Arroz x 20 Lb"",""price"":205200,""availability"":""si""}]","2026-03-17 09:34:19"
"Tierragro","Diamond Light Perro Adulto Cordero Y Arroz x 15 Lb","https://www.tierragro.com/collections/alimento-para-perros/products/diamond-nat-lite-jarapets-nutricion-mascotas-y-animales?_pos=47&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Diamond Light Perro Adulto Cordero Y Arroz x 15 Lb"",""price"":195200,""availability"":""si""}]","2026-03-17 09:34:19"
"Tierragro","Agility Gold Perros Adultos Obesos","https://www.tierragro.com/collections/alimento-para-perros/products/agility-gold-obesos-7-kg?_pos=48&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""7 KG"",""price"":156100,""availability"":""si""},{""id"":""var1"",""variation"":""1.5 KG"",""price"":44800,""availability"":""si""}]","2026-03-17 09:34:19"
"Tierragro","Pro Plan Perro Cachorro Complete","https://www.tierragro.com/collections/alimento-para-perros/products/pro-plan-dog-cachorro-complete-purina-nutricion-mascotas-y-animales?_pos=121&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""1 kg"",""price"":52800,""availability"":""si""},{""id"":""var1"",""variation"":""3 kg"",""price"":143300,""availability"":""si""},{""id"":""var2"",""variation"":""7.5 kg"",""price"":254700,""availability"":""si""},{""id"":""var3"",""variation"":""17,5 kg"",""price"":420500,""availability"":""si""},{""id"":""var4"",""variation"":""22.5 kg"",""price"":548700,""availability"":""si""}]","2026-03-17 09:34:36"
"Tierragro","Taste Of The WildSierra Mountain x 28 Lb (Cordero)","https://www.tierragro.com/collections/alimento-para-perros/products/tow-sierra-mountain-28-lb-cordero-taste-of-the-wild-nutricion-mascotas-y-animales?_pos=122&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Taste Of The WildSierra Mountain x 28 Lb (Cordero)"",""price"":409600,""availability"":""si""}]","2026-03-17 09:34:36"
"Tierragro","Pro Plan Gato Veterinary Ur x 2.72 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/proplan-gato-veterinary-diet-ur-purina-nutricion-mascotas-y-animales?_pos=123&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Pro Plan Gato Veterinary Ur x 2.72 Kg"",""price"":184800,""availability"":""si""}]","2026-03-17 09:34:36"
"Tierragro","Vet Life Obsesity Mini x 2 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/vet-life-obsesity-mini-x-2kg-vet-life-nutricion-mascotas-y-animales?_pos=124&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Vet Life Obsesity Mini x 2 Kg"",""price"":137900,""availability"":""si""}]","2026-03-17 09:34:36"
"Tierragro","Taste Of The Wild Pacific Cachorro x 28 Lb (Salmón Ahumado)","https://www.tierragro.com/collections/alimento-para-perros/products/tow-pacific-cachorro-30-libras-taste-of-the-wild-nutricion-mascotas-y-animales?_pos=125&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Taste Of The Wild Pacific Cachorro x 28 Lb (Salmón Ahumado)"",""price"":425400,""availability"":""si""}]","2026-03-17 09:34:36"
"Tierragro","Pro Plan Veterinary Diets Kidney Function Early Care","https://www.tierragro.com/collections/alimento-para-perros/products/pro-plan-veterinary-diets-kidney-function-early-care?_pos=126&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""8 LB"",""price"":238900,""availability"":""si""},{""id"":""var1"",""variation"":""3.5 LB"",""price"":101400,""availability"":""si""}]","2026-03-17 09:34:36"
"Tierragro","Gemon Pate Adulto Mayor (7+) x 300 Gr","https://www.tierragro.com/collections/alimento-para-perros/products/gemon-pate-adulto-mayor-7-300-gr-inversiones-ala-nutricion-mascotas-y-animales?_pos=127&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Gemon Pate Adulto Mayor (7+) x 300 Gr"",""price"":16300,""availability"":""si""}]","2026-03-17 09:34:36"
"Tierragro","Pro Plan Reduced Calorie Raza Pequeña x 3 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/proplan-reduced-calorie-rg-3kl-purina-nutricion-mascotas-y-animales?_pos=128&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Pro Plan Reduced Calorie Raza Pequeña x 3 Kg"",""price"":139500,""availability"":""si""}]","2026-03-17 09:34:36"
"Tierragro","Taste Of The Wild High Praire Cachorro x 28 Lb (Bisonte Y Venado Asado)","https://www.tierragro.com/collections/alimento-para-perros/products/tow-high-praire-cachorro-30-libras-taste-of-the-wild-nutricion-mascotas-y-animales?_pos=129&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Taste Of The Wild High Praire Cachorro x 28 Lb (Bisonte Y Venado Asado)"",""price"":425400,""availability"":""si""}]","2026-03-17 09:34:36"
"Tierragro","Comida para perro Max Cachorro Performance Pollo 8Kg","https://www.tierragro.com/collections/alimento-para-perros/products/max-cachorro-sr-total-max-nutricion-mascotas-y-animales?_pos=130&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Comida para perro Max Cachorro Performance Pollo 8Kg"",""price"":154300,""availability"":""si""}]","2026-03-17 09:34:36"
"Tierragro","Chunky Cachorro Cordero. Arroz Y Salmón","https://www.tierragro.com/collections/alimento-para-perros/products/chunky-cachorro-cordero-arroz-y-salmon?_pos=131&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""1.5 kg"",""price"":33915,""availability"":""si""},{""id"":""var1"",""variation"":""4 kg"",""price"":79135,""availability"":""si""},{""id"":""var2"",""variation"":""8 kg"",""price"":122740,""availability"":""si""}]","2026-03-17 09:34:36"
"Tierragro","Diamond Adulto Raza Pequeña x 1 Kg Cordero","https://www.tierragro.com/collections/alimento-para-perros/products/diamond-small-breed-adult-jarapets-nutricion-mascotas-y-animales?_pos=132&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Diamond Adulto Raza Pequeña x 1 Kg Cordero"",""price"":40300,""availability"":""si""}]","2026-03-17 09:34:36"
"Tierragro","Comida para Perro Hills Prescription Digestive Care i/d 8.5 Lbs","https://www.tierragro.com/collections/alimento-para-perros/products/hills-perro-i-d-hills-nutricion-mascotas-y-animales?_pos=145&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Comida para Perro Hills  Prescription Digestive Care i/d 8.5 Lbs"",""price"":229900,""availability"":""si""}]","2026-03-17 09:34:53"
"Tierragro","Nutra Nuggets Performance x 15 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/nutra-nuggets-performance-nutra-nuggets-nutricion-mascotas-y-animales?_pos=146&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Nutra Nuggets Performance x 15 Kg"",""price"":251730,""availability"":""si""}]","2026-03-17 09:34:53"
"Tierragro","Gemon Pate Light x 150 Gr","https://www.tierragro.com/collections/alimento-para-perros/products/gemon-pate-light-150-gr-inversiones-ala-nutricion-mascotas-y-animales?_pos=147&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Gemon Pate Light x 150 Gr"",""price"":12600,""availability"":""si""}]","2026-03-17 09:34:53"
"Tierragro","Country Value Perro Adulto x 3 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/country-adulto-3-kgs-jarapets-nutricion-mascotas-y-animales?_pos=148&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Country Value Perro Adulto x 3 Kg"",""price"":48500,""availability"":""si""}]","2026-03-17 09:34:53"
"Tierragro","Sabueso Adulto x 2 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/sabueso-18-adulto-et-2-kgs-solla-nutricion-mascotas-y-animales?_pos=149&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Sabueso Adulto x 2 Kg"",""price"":10700,""availability"":""si""}]","2026-03-17 09:34:53"
"Tierragro","Nutrapro Adulto Razas Pequeñas Y Miniatura","https://www.tierragro.com/collections/alimento-para-perros/products/nutrapro-adulto-rpm-7-5-kg?_pos=150&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""7.5KG"",""price"":153100,""availability"":""si""},{""id"":""var1"",""variation"":""2KG"",""price"":46300,""availability"":""si""},{""id"":""var2"",""variation"":""4KG"",""price"":81000,""availability"":""si""}]","2026-03-17 09:34:53"
"Tierragro","Pro Plan Veterinary Diets Kidney Function Canine Nf x 13.3 Oz","https://www.tierragro.com/collections/alimento-para-perros/products/proplan-veterinary-diet-nf-13-3-oz-purina-nutricion-mascotas-y-animales?_pos=151&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Pro Plan Veterinary Diets Kidney Function Canine Nf x 13.3 Oz"",""price"":26200,""availability"":""si""}]","2026-03-17 09:34:53"
"Tierragro","Naturalis Adulto Rp Pollo-Pavo x 2 Kg","https://www.tierragro.com/collections/alimento-para-perros/products/naturalis-adulto-razas-peque-as-pollo-pavo-2-kg-total-max-nutricion-mascotas-y-animales?_pos=152&_fid=3e3f643ec&_ss=c","[{""id"":""var0"",""variation"":""Naturalis Adulto Rp Pollo-Pavo x 2 Kg"",""price"":56800,""availability"":""si""}]","2026-03-17 09:34:53"
